Date,Close,High,Low,Open,Volume
2003-07-14,83.03329467773438,85.47544969019316,75.70682964035804,75.70682964035804,2396676086
2003-07-15,83.03329467773438,87.91760470265193,83.03329467773438,85.47544969019316,841825534
2003-07-16,80.59111785888672,83.03327221054603,80.59111785888672,83.03327221054603,147014628
2003-07-17,83.03329467773438,83.03329467773438,80.5911396652756,80.5911396652756,222191824
2003-07-18,83.03329467773438,83.03329467773438,80.5911396652756,80.5911396652756,82279783
2003-07-21,83.03329467773438,85.47544969019316,80.5911396652756,83.03329467773438,201325428
2003-07-22,83.03329467773438,83.03329467773438,80.5911396652756,83.03329467773438,2815000
2003-07-23,83.03329467773438,83.03329467773438,80.5911396652756,80.5911396652756,198077194
2003-07-24,80.59111785888672,80.59111785888672,75.7068091555681,80.59111785888672,364019855
2003-07-25,80.59111785888672,80.59111785888672,78.1489635072274,78.1489635072274,243745698
2003-07-28,78.14895629882812,80.59111042522504,75.70680217243122,78.14895629882812,70956728
2003-07-29,78.14895629882812,78.14895629882812,75.70680217243122,78.14895629882812,76474862
2003-07-30,75.70680236816406,75.70680236816406,70.82248803921053,75.70680236816406,294208246
2003-07-31,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,59649944
2003-08-01,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,76643680
2003-08-04,75.70680236816406,75.70680236816406,70.82248803921053,75.70680236816406,265234485
2003-08-05,73.26465606689453,78.14897132218053,70.82250147101801,73.26465606689453,441336776
2003-08-06,73.26465606689453,73.26465606689453,68.38034687514148,73.26465606689453,545062634
2003-08-07,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,161856434
2003-08-08,75.70680236816406,75.70680236816406,73.2646421719214,75.70680236816406,16902207
2003-08-11,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,11477636
2003-08-12,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,51603599
2003-08-13,75.70680236816406,75.70680236816406,73.2646421719214,75.70680236816406,27718806
2003-08-14,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,30484992
2003-08-15,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,29732427
2003-08-18,75.70680236816406,75.70680236816406,75.70680236816406,75.70680236816406,0
2003-08-19,75.70680236816406,78.14895650087493,73.2646421719214,75.70680236816406,223406098
2003-08-20,75.70680236816406,75.70680236816406,73.2646421719214,73.2646421719214,33718988
2003-08-21,83.03329467773438,83.03329467773438,73.26466856436528,73.26466856436528,379821690
2003-08-22,83.03329467773438,83.03329467773438,80.5911396652756,83.03329467773438,67909856
2003-08-25,83.03329467773438,83.03329467773438,78.14898465281682,80.5911396652756,140322900
2003-08-26,83.03329467773438,83.03329467773438,78.14898465281682,80.5911396652756,42513831
2003-08-27,83.03329467773438,83.03329467773438,80.5911396652756,80.5911396652756,35999058
2003-08-28,83.03329467773438,83.03329467773438,80.5911396652756,83.03329467773438,41338203
2003-08-29,83.03329467773438,83.03329467773438,78.14898465281682,83.03329467773438,203461086
2003-09-01,80.59111785888672,80.59111785888672,78.1489635072274,80.59111785888672,240944935
2003-09-02,78.14895629882812,78.14895629882812,75.70680217243122,78.14895629882812,157816990
2003-09-03,80.59111785888672,80.59111785888672,75.7068091555681,78.1489635072274,154054164
2003-09-04,85.47540283203125,85.47540283203125,80.59109548472219,80.59109548472219,430583230
2003-09-05,85.47540283203125,87.91755650568578,83.03324915837672,83.03324915837672,289109108
2003-09-08,83.03329467773438,85.47544969019316,80.5911396652756,85.47544969019316,260137382
2003-09-09,83.03329467773438,83.03329467773438,80.5911396652756,83.03329467773438,98276879
2003-09-10,83.03329467773438,83.03329467773438,80.5911396652756,80.5911396652756,63500231
2003-09-11,83.03329467773438,83.03329467773438,80.5911396652756,80.5911396652756,33782041
